City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
367,Santa Marta De Tormes,ES,61.0,40.95,-5.63,Hotel Alameda Palace
368,Anqing,CN,86.36,30.51,117.05,Hongtian Hotel
374,Vikindu,TZ,68.41,-7.01,39.3,Mwandege Campsite Resort
375,San Andres,CO,84.2,12.58,-81.7,Hotel Arena Blanca
377,Meihekou,CN,75.09,42.53,125.68,如家宾馆
378,Vao,NC,67.89,-22.67,167.48,Hotel Kou-Bugny
379,Pingliang,CN,70.92,35.54,106.69,Xinxiang Hostel
380,Road Town,VG,82.0,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
381,San Jose De Tarros,HN,69.44,15.3,-88.7,"Cancha de futbol, Rogelio sosa, El Oro"
382,Koumra,TD,71.02,8.91,17.55,Motel Espoir
383,Port Shepstone,ZA,60.53,-30.74,30.45,My Den Beachfront B&B And Self-Catering
384,Bonnyville,CA,60.8,54.27,-110.73,Best Western Bonnyville Inn & Suites
388,Lata,PT,60.01,40.16,-8.33,Casa Maquia
389,Boa Vista,BR,80.6,2.82,-60.67,Aipana Plaza Hotel
390,Nuevo Progreso,MX,82.99,23.17,-97.95,Balneario Rio el Paraiso
392,Gorgan,IR,62.6,36.84,54.43,Khayyam Motel
393,Matata,NZ,64.99,-37.88,176.75,Hakuna Matata
395,Nemuro,JP,64.4,43.32,145.57,Hotel Nemuro Kaiyoutei
396,Solnechnyy,RU,68.79,50.72,136.63,Hotel complex Pastoral
397,Vidalia,US,82.4,32.22,-82.41,Quality Inn & Suites
398,Clarksdale,US,79.0,34.2,-90.57,Americas Best Value Inn & Suites
400,Ternate,ID,82.96,0.8,127.4,Grand Dafam Bela Ternate
401,Batticaloa,LK,78.67,7.71,81.69,Grand Star Guest House
402,Codajas,BR,74.35,-3.84,-62.06,Hotel Tamires
403,Les Cayes,HT,81.19,18.2,-73.75,Villa Orphee
404,Grand Gaube,MU,69.01,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
405,Sao Joao Da Barra,BR,71.87,-21.64,-41.05,Pousada Porto De Canoas
406,Vanimo,PG,77.68,-2.67,141.3,Vahmoneh Lodge Vanimo
407,Mayumba,GA,73.49,-3.43,10.66,LIKWALE LODGE
410,Olinda,BR,77.0,-8.01,-34.86,Hotel 5 Sóis
411,Paredon,MX,81.37,16.03,-93.87,Hotel Principal Paredon
412,San Cristobal,VE,77.0,7.77,-72.22,Pirineos
413,Matara,LK,78.31,5.95,80.54,Amaloh Boutique Resort
414,Puerto Baquerizo Moreno,EC,65.12,-0.9,-89.6,Hotel los Algarrobos
415,Inhambane,MZ,66.18,-23.86,35.38,Oceano
417,Hays,US,89.01,30.05,-98.03,Sinya on Lone Man Creek
419,Malartic,CA,64.4,48.13,-78.13,Camping Regional De Malartic
420,Tamboril,DO,78.8,19.49,-70.61,Camp David Ranch Restaurant
422,Luanda,AO,69.8,-8.84,13.23,EPIC SANA Luanda
423,Namatanai,PG,85.89,-3.67,152.43,Namatanai Hotel
424,Sebu,PH,80.85,6.22,124.69,Punta Isla Lake Resort
426,West Plains,US,72.0,36.73,-91.85,West Plains Motel
428,La Palma,US,73.4,33.85,-118.05,La Quinta Inn & Suites by Wyndham Buena Park
429,Gizo,SB,84.24,-8.1,156.84,Imagination Island
432,Amalapuram,IN,80.6,16.58,82.02,swayamprabha service apartments
433,Ipora,BR,77.52,-16.44,-51.12,Oásis Motel
435,Xuddur,SO,70.38,4.12,43.89,Banjanay Hotel
439,Novyy Buyan,RU,66.2,53.69,50.05,"Ekoferma ""Zolotaya Podkova"""
440,Mahanoro,MG,64.69,-19.9,48.8,Hôtel Mon Désir
441,Payyannur,IN,75.2,12.1,75.2,Kavvayi Beach House
442,Emilio Carranza,MX,83.16,19.97,-96.61,hotel delicias
444,Beira,MZ,70.25,-19.84,34.84,Beira Terrace Hotel
448,Tutoia,BR,79.23,-2.76,-42.27,Pousada Guará's
451,Tecoanapa,MX,80.19,16.52,-98.75,Hotel Manglares
452,Broome,US,69.01,42.25,-75.83,Chenango Valley State Park
453,Parry Sound,CA,70.0,45.35,-80.03,Bayside Inn
456,Bac Lieu,VN,83.44,9.29,105.72,Khách sạn Sài Gòn Bạc Liêu
458,Son Tay,VN,86.0,21.14,105.5,Khách Sạn Đông Thành
459,Akonolinga,CM,67.14,3.77,12.25,Le Diamant De Mireille
460,Ibra,OM,76.96,22.69,58.53,مزرعة راحة النفوس المنزفة
461,Beyneu,KZ,74.28,45.32,55.2,NUR
463,Hamilton,US,79.0,39.18,-84.53,Six Acres Bed & Breakfast
466,Cananea,MX,75.99,30.95,-110.3,Casas Montoya
468,San Quintin,MX,69.69,30.48,-115.95,Old Mill Hotel
469,Waddan,LY,74.86,29.16,16.14,محل الشريف محمد العايب
470,Matamoros,MX,86.0,25.53,-103.25,Recreativo Sabdy Briseidy
473,Tabuleiro Do Norte,BR,74.5,-5.25,-38.13,Pousada Kaiser
474,Alugan,PH,85.44,12.22,125.48,BEMBEM RAIN FEED RESORT
475,Sicamous,CA,69.01,50.83,-118.99,Best Western Sicamous Inn
476,Westport,US,71.6,41.14,-73.36,The Westport Inn
477,Mayo,US,77.0,38.89,-76.51,Resorts Resource Group International
478,Takoradi,GH,74.93,4.88,-1.76,Raybow International Hotel
482,Samarai,PG,77.88,-10.62,150.67,Nuli Sapi
483,Amarkantak,IN,68.85,22.67,81.75,STARiHOTELS Amarkantak Madhya Pradesh
485,Klyuchi,RU,71.82,52.27,79.17,Vesolaya Mayovka
487,Bonoua,CI,75.2,5.27,-3.6,Hotel Bon Samaritian
488,Itambacuri,BR,64.33,-18.03,-41.69,Pousada Bela
489,Dwarka,IN,81.16,22.24,68.97,Hotel Narayan Avezika Comfort
490,Krasnoyarka,RU,62.6,55.33,73.12,"Country Complex ""Tsaritsyno"""
493,Saiha,IN,78.03,22.48,92.97,"Circuit House, Siaha"
495,Grosseto,IT,62.6,42.83,11.25,Almatoscana
496,Kuytun,RU,60.13,54.34,101.5,Gostinitsa Tsentral'naya
497,Zakamensk,RU,61.65,50.37,103.29,Khostel Zakamensk
498,Asau,RO,60.01,46.43,26.4,Casa Mika Ciobanus
499,Algeciras,ES,66.2,36.13,-5.45,AC Hotel by Marriott Algeciras
502,Bathurst,AU,63.0,-33.42,149.58,Bathurst Motor Inn
504,Noumea,NC,77.0,-22.28,166.46,Hôtel Le Lagon
505,Jand,PK,74.41,33.43,72.02,Mohalla Takia
509,Bubaque,GW,79.14,11.28,-15.83,Casa Dora
510,Vila Do Maio,CV,78.8,15.13,-23.22,Residence 'I Delfini'
513,Ruwi,OM,84.2,23.6,58.55,Al Falaj Hotel
514,Golden,US,72.0,39.76,-105.22,"The Golden Hotel, Ascend Hotel Collection"
516,Port Blair,IN,84.79,11.67,92.75,Fortune Resort Bay Island
517,Miri,MY,82.4,4.41,114.01,"Mega Hotel, Miri"
518,Rabo De Peixe,PT,71.6,37.8,-25.58,Quinta das Giestas
519,Sinnamary,GF,79.16,5.38,-52.95,ALETHEIA Appartement Sinnamary
521,Joshimath,IN,70.65,30.57,79.57,Shivalik Camps & Resort
524,Zhanaozen,KZ,69.21,43.3,52.8,K.korabay 28A
527,Esil,KZ,69.37,51.96,66.4,Egorkino Hotel
529,Ariquemes,BR,79.36,-9.91,-63.04,Hotel Sol Nascente - Ariquemes - RO
531,Tambura,SS,69.08,5.6,27.47,Guest hous Tambura
532,Russi,IT,71.6,44.37,12.03,Relais Villa Roncuzzi
535,Kimbe,PG,85.98,-5.55,150.14,Kimbe Bay Hotel
537,Yei,SS,65.23,4.09,30.68,City Link Hotel
538,Odweyne,SO,73.22,9.41,45.06,Eng Hiirey House
539,Arlit,NE,88.52,18.74,7.39,Hôtel Telwa Bungalow
541,Gambela,ET,68.86,8.25,34.58,Solomon Debebe Hotel
542,Kismayo,SO,75.88,-0.36,42.55,Agan-Hotel
543,Nieves,PH,85.55,15.33,120.95,Bill's Inn
544,Los Llanos De Aridane,ES,73.4,28.66,-17.92,Valle Aridane
546,Barahona,DO,81.7,18.21,-71.1,Hotel Caribe
547,Massaguet,TD,75.2,12.48,15.44,Alwatane
548,Tabuk,PH,86.13,17.42,121.44,Grand Zion Garden Resort Hotel
550,Najibabad,IN,78.8,29.63,78.33,Hotel Chandrayan
552,Roald,NO,60.01,62.58,6.13,Flem Cabins
553,Ocos,GT,82.4,14.51,-92.19,La Bajadita
554,Soure,BR,80.02,-0.72,-48.52,Hotel Marajó
556,Rzhaksa,RU,62.04,52.13,42.03,Gostinitsa Uyut
557,Princeton,US,84.0,25.54,-80.41,American Best Inn
558,Kraksaan,ID,87.08,-7.76,113.4,Asrama Hati
560,Geraldton,AU,64.4,-28.77,114.6,Broadwater Mariner Resort
561,Elbistan,TR,64.96,38.21,37.2,Sword Hotel
562,Bowen,AU,77.0,-20.02,148.23,Castle Motor Lodge Motel
563,Cockburn Town,TC,83.97,21.46,-71.14,Osprey Beach Hotel
564,Mizdah,LY,69.49,31.45,12.98,محمدالمبروك الاريقط
565,Sechura,PE,62.47,-5.56,-80.82,Hospedaje Costa Bella
566,Grand-Lahou,CI,72.75,5.14,-5.02,Hotel Beatitude de Grand Lahou
568,Makakilo City,US,89.6,21.35,-158.09,Marriott's Ko Olina Beach Club
570,Ahuachapan,SV,73.0,13.92,-89.84,La Casa de Mamapan - Hotel Ahuachapan - El Salvador
571,Flinders,AU,64.0,-34.58,150.86,Shellharbour Resort & Conference Centre
574,Sibolga,ID,81.75,1.74,98.78,Hotel Syariah CN Darussalam
575,Hirara,JP,87.8,24.8,125.28,Hotel Atoll Emerald Miyakojima
576,Khorramshahr,IR,86.0,30.44,48.17,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
577,Swan Hill,AU,68.09,-35.34,143.55,Lazy River Motor Inn
578,Muros,ES,63.0,42.78,-9.06,Apartment Av. Castelao
580,Mianwali,PK,76.1,32.57,71.53,Hashmi Plaza
581,Canico,PT,73.4,32.63,-16.85,Quinta Splendida Wellness & Botanical Garden
583,Alibag,IN,78.8,18.64,72.88,"Radisson Blu Resort & Spa - Alibaug, India"
584,Lashio,MM,76.62,22.93,97.75,Hotel CF Lashio - Burmese Only
585,Umm Lajj,SA,85.95,25.02,37.27,Moon light Furnished Units
586,Nhulunbuy,AU,82.4,-12.23,136.77,East Arnhem Real Estate
587,Wuda,CN,67.41,39.5,106.71,Grape Sightseeing Garden
590,Guanare,VE,74.98,9.04,-69.74,Nuevo Hotel Coromoto
591,Muscat,OM,84.2,23.61,58.59,Mutrah Hotel
593,Shenjiamen,CN,82.2,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
594,Djibo,BF,81.48,14.1,-1.63,Centre Des Ressources DPENA
595,Curup,ID,77.97,-3.47,102.53,Rumah michiels
596,Koupela,BF,74.28,12.18,-0.35,AUBERGE MAQUIS RESTO CAFE LE ROUTIER PLUS
597,Moree,AU,69.8,-29.47,149.85,Molika Springs Motel
598,Padang,ID,82.51,-0.95,100.35,Mercure Padang
600,Kokoda,PG,86.38,-8.88,147.74,Daito Guest House
601,Altamont,US,87.8,42.21,-121.74,Microtel Inn & Suites by Wyndham Klamath Falls
602,Sterling,US,72.0,39.01,-77.43,Hampton Inn & Suites Washington-Dulles International Airport
603,Domoni,KM,73.72,-12.26,44.53,Loulou
608,Cabra,ES,64.4,37.47,-4.44,MS Fuente Las Piedras
610,Half Moon Bay,US,66.2,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
611,Bonthe,SL,75.6,7.53,-12.51,Bonthe Holiday Village
612,San Vicente,AR,65.61,-26.62,-54.13,Complejo Turístico Farelluk
614,Jumla,NP,66.7,29.27,82.18,Hotel Sundar Rara Karnali
616,Rexburg,US,66.2,43.83,-111.79,AmericInn by Wyndham Rexburg BYUI
617,Marietta,US,80.6,33.95,-84.55,Hilton Atlanta/Marietta Hotel & Conference Center
619,Ca Mau,VN,84.29,9.18,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
620,Sarankhola,BD,83.07,22.31,89.79,ইসা ষ্টোর
624,Santa Fe Do Sul,BR,77.32,-20.21,-50.93,Litani Park Hotel - Hotel Santa Fé do Sul
625,Nichinan,JP,87.8,31.6,131.37,Guest House Aki
626,Aksu,CN,80.38,41.12,80.26,Pudong Holiday Hotel
628,Bumba,CD,71.04,2.18,22.47,Hôtel Cape Town
630,Plettenberg Bay,ZA,61.84,-34.05,23.37,Thanda Vista B&B
631,Tahta,EG,80.6,26.77,31.5,Møhãmęd Tãręk 🏠
632,Catalao,BR,68.2,-18.17,-47.95,Mara Turismo Hotel
633,Dongzhen,CN,89.01,22.38,110.94,茂名中汇时尚酒店
634,Korla,CN,80.92,41.76,86.15,Gulisitan Hotel
635,Xiongzhou,CN,89.71,25.12,114.3,Xinhewan Business Hotel
637,Homa Bay,KE,66.45,-0.53,34.46,Hotel Hippo Buck
638,Lewistown,US,71.01,40.6,-77.57,Quality Inn & Suites
640,Qeshm,IR,84.2,26.96,56.27,Kimia IV Hotel
641,Thunder Bay,CA,64.4,48.4,-89.32,Victoria Inn Hotel and Convention Centre
642,Maku,IR,66.2,39.29,44.45,Maku Tourism Hotel
643,Luwuk,ID,83.71,-0.95,122.79,Hotel Santika Luwuk
644,Santo Antonio Do Ica,BR,74.25,-3.1,-67.94,Hotel Fogaça
645,Naze,JP,84.2,28.37,129.48,奄美ポートタワーホテル
648,Pishva,IR,69.8,35.31,51.73,شهرک خورشید هشتم
649,Shwebo,MM,81.55,22.57,95.7,MOON SHINE Guest House
651,Turceni,RO,66.99,44.68,23.37,Marigab
652,Ajdabiya,LY,73.81,30.76,20.23,فندق التوجان
653,Narrabri,AU,71.6,-30.32,149.78,Crossroads Hotel
654,Imeni Poliny Osipenko,RU,61.61,52.42,136.49,Yubileynaya
656,Ayagoz,KZ,70.83,47.97,80.44,Gostinitsa Nur
658,Santa Ana,US,75.0,33.75,-117.87,Best Western Plus Orange County Airport North
660,Itarema,BR,78.28,-2.92,-39.92,Windvillage
661,Marawi,PH,84.99,8.0,124.29,Salihmaruhom
662,Wuzhou,CN,89.47,23.48,111.32,Wuzhou Hostel
663,San Francisco,US,64.99,37.77,-122.42,The Clift Royal Sonesta Hotel
664,Karratha,AU,82.54,-20.74,116.85,ibis Styles Karratha
665,Carauari,BR,74.61,-4.88,-66.9,Pousada Lobo
668,Cobija,BO,72.81,-11.03,-68.77,Hotel Obelisco
669,Aquiraz,BR,80.6,-3.9,-38.39,Hotel Laguna Blu
671,Ha Tinh,VN,88.07,18.33,105.9,Phú Quý
672,Manoel Urbano,BR,72.63,-8.84,-69.26,Baixada Beira Rio
673,Clearwater,US,84.0,27.97,-82.8,Shephard's Beach Resort
674,El Alto,PE,62.04,-4.27,-81.21,Black Marlin Lodge & Restaurant
675,Pointe Michel,DM,82.26,15.25,-61.38,Castle Comfort Lodge Dive Dominica
676,Port Said,EG,78.8,31.26,32.28,Aracan Hotel
677,Acapulco,MX,84.2,16.86,-99.89,HS Hotsson Smart Acapulco
678,Constantine,DZ,66.2,36.37,6.61,Grand Hotel Cirta
680,Ruidoso,US,62.6,33.33,-105.67,Inn of the Mountain Gods
681,Pula,HR,62.6,44.87,13.85,Park Plaza Histria Pula
683,Kavaratti,IN,82.15,10.57,72.64,Hotels in Lakshadweep Islands
685,Winnemucca,US,82.4,40.97,-117.74,Winners Inn Casino
687,Nicoya,CR,75.06,10.15,-85.45,Guayacan Real
688,Saint-Pierre,RE,62.6,-21.34,55.48,Lindsey Hôtel
689,Mangrol,IN,79.84,21.12,70.12,Hotel The Royal Honours
690,Kinel-Cherkassy,RU,63.54,53.47,51.47,"Gostinitsa ""Svetlana"""
691,Hervey Bay,AU,77.0,-25.3,152.85,Shelly Bay Resort
692,Chongqing,CN,78.01,29.56,106.55,Somerset Jiefangbei Chongqing Hotel
